year,month,day,address,category,description
2021,11,29,"255 HURON STREET, TORONTO",MISCHIEF,A PERSON REPORTED A MISCHIEF. 
2021,11,29,"55 ST. GEORGE STREET, TORONTO",TRESPASSING,PERSONS REPORTED TRESPASSING.  PARTIES LEFT UPON OFFICERS DIRECTION.
2021,11,29,"COLLEGE STREET &amp; KING'S COLLEGE ROAD, TORONTO",PERSON WELLBEING CHECK,PERSON REPORTED CONCERNS FOR SOMEONE WELLBEING.  AREA SEARCHED BY OFFICERS; GONE ON ARRIVAL.
2021,11,29,"100 ST. GEORGE STREET, TORONTO",SUSPICIOUS PERSON,PERSON REPORTED IN BUILDING.  PARTY GONE PRIOR TO OFFICERS ARRIVAL.
2021,11,29,"252 BLOOR STREET WEST, TORONTO",UNWELCOME COMMUNICATION,PERSON REPORTED UNWELCOME COMMUNICATION/CONTACT.  
2021,11,29,"31 KING'S COLLEGE CIRCLE, TORONTO",PERSON WELLBEING CHECK,PERSONS REPORTED CONCERNS FOR A PERSONS WELLBEING.  OFFICERS ATTENDED AND PARTY REFUSED ANY ASSISTANCE; ABLE TO CARE FOR THEMSELVES.
2021,11,29,"229 COLLEGE STREET, TORONTO",SUSPICIOUS PERSONS,PERSONS REPORTED SUSPICIOUS PERSONS.  PARTIES GONE PRIOR TO OFFICERS ARRIVAL.
2021,11,28,35 Charles Street West ,NOISE COMPLAINT,A report of a noise complaint. Tenants cautioned.
2021,11,28,Fields Institute - 222 College Street,SUSPICIOUS PERSON,A report of a suspicious person in the area. Gone prior to officer arrival. 
2021,11,27,Gerstein Library - 9 King's College Circle,MISCHIEF UNDER $5000.00,A report of graffiti mischief. Non gang/hate related.
2021,11,27,Health Sciences - 155 College Street,MISCHIEF UNDER $5000.00,A report of graffiti mischief. Non gang/hate related.
2021,11,27,4 Glen Morris Street,MISCHIEF UNDER $5000.00,A report of graffiti mischief. Non gang/hate related.
2021,11,27,Victoria College - 91 Charles Street West,ROBBERY ,A report of a robbery. Investigation ongoing.
2021,11,27,Myhal -55 St. George Street,SUSPICIOUS PERSON,A report of a suspicious person in the area. Gone prior to officer arrival. 
2021,11,26,89 Chestnut Street,PROPERTY DAMAGE,A report of damage to university property.
2021,11,26,Bahen Centre - 40 St. George Street,SUSPICIOUS PERSON,A report of a suspicious person in the area. Gone prior to officer arrival. 
2021,11,26,Hoskin Avenue,PERSON WELFARE CHECK,A report of a welfare check. All in order.
2021,11,26,Convocation Hall - 31 King's College Circle,MISCHIEF UNDER $5000.00,A report of damage to university property. Individuals gone prior to officer arrival.
2021,11,26,Ramsay Wright - 25 Harbord Street,SUSPICIOUS PERSON,A report of a suspicious person in the area. All in order. 
2021,11,25,"78 QUEEN'S PARK, TORONTO",UNWANTED PERSON,REPORT OF AN UNWANTED PERSON.  PARTY LEFT UPON OFFICERS DIRECTION.
2021,11,25,"31 CLASSIC AVENUE, TORONTO",EXTORTION,REPORT OF EXTORTION.  NO FUNDS EXCHANGED.
2021,11,25,"27 KING'S COLLEGE CIRCLE, TORONTO",MISCHIEF,REPORT OF MISCHIEF TO MOTOR VEHICLE.  SUSPECT FLED THE SCENE.
2021,11,25,"10 KING'S COLLEGE ROAD, TORONTO",TRESPASSING,REPORT OF PERSONS TRESPASSING.  PARTIES LEFT UPON OFFICERS DIRECTION.
2021,11,24,215 Huron Street,SUSPICIOUS INCIDENT,A report of a verbal dispute. All in order.
2021,11,24,Faculty of Law - 78 Queen's Park,PERSON WELL-BEING CHECK,A report of a welfare check. Individual able to care for themselves.
2021,11,24,OFF CAMPUS,HARASSMENT,A report of harassment. Investigation ongoing.
2021,11,24,Ramsay Wright - 25 Harbord Street,PERSON WELL-BEING CHECK,A report of a well-being check. Individual able to care for themselves.
2021,11,24,College Street,POLICE INFORMATION,A report of a drone being flown on property. Off property upon officer arrival.
2021,11,24,Robarts Library - 130 St. George Street,SUSPICIOUS INCIDENT,A report of a verbal dispute. Individual gone prior to officer arrival.
2021,11,23,80 St. George Street,MISCHIEF UNDER $5000.00,A report of damage and attempted removal of a basketball net. Individuals fled off-campus upon officer arrival.
2021,11,23,Simcoe Hall - 27 King's College Circle,SUSPICIOUS PERSON ,A report of a suspicious person inside the building without a mask. Gone prior to officer arrival.
2021,11,23,Faculty of Law - 78 Queen's Park,PERSON WELL-BEING CHECK,A report of a welfare check. Individual able to care for themselves.
2021,11,23,Warren Stevens - 55 Harbord Street,THEFT,A report of a theft.
2021,11,22,60 Harbord Street,NOISE COMPLAINT,A report of a noise complaint. Officers attended the area all in order. 
2021,11,22,Warren Stevens ,TRESPASS TO PROPERTY,A report of a suspicious person in the building. Indiviudal was trespassed and escorted off property.
2021,11,22,Bahen Centre ,THEFT,A report of a stolen laptop. 
2021,11,22,Flavelle House,THEFT,A report of a stole bicycle. 
2021,11,22,Trinity College ,THEFT,A report of a stolen bicycle. 
2021,11,22,100 St. George Street,UNWANTED PERSON,A report of a unwanted person in the building. Officers attended individual left when directed. 
2021,11,21,371 Bloor Street West,MISCHIEF,Graffiti writing observed on exterior garbage can. 
2021,11,21,144 College Street,MISCHIEF,Graffiti writing observed exterior building sign. 
2021,11,21,1 Spadina ,SUSPICIOUS PERSON,A report of a person sleeping at the main entrance. Individual left the area without incident. 
2021,11,21,124 Edward Street,PERSON WELL-BEING CHECK,A report of a person sleeping in the loading dock area. Individual left the area when directed.
2021,11,21,55 Harbord Street ,PERSON WELL-BEING CHECK,A person well-being check was conducted. All in order person was able to care for themselves. 
2021,11,21,7 Hart House Circle. ,PROEPRTY DAMAGE,A report of minor damage to a window. 
2021,11,21,89 Charles Street West,SUSPICIOUS PERSON,A report of a suspicious person in the area. Officers attended and assisted the individual all in order. 
2021,11,21,255 Huron Street,SUSPICIOUS INCIDENT,A report of signage turned upside down in a room. No signs of forced entry all in order. 
2021,11,20,55 St. George Street,SUSPICIOUS VEHICLE,A report of a suspicious vehicle in the area. Officers attended all in order.
2021,11,20,Bahen Centre,PERSON WELL-BEING CHECK,A person well-being check was conducted. All in order person was able to care for themselves. 
2021,11,20,124 Edward Street,MISCHIEF,Graffiti writing observed on window pane. 
2021,11,20,Bahen Centre,TRESPASS TO PROPERTY ACT,A report of a suspicious person in the building. Individual was Trespassed and taken to hospital by EMS for further assessment
2021,11,19,21 Sussex Avenue,POLICE INFORMATION,A request to assist an outside agency. 
2021,11,19,100 Wellesley Street West,MISCHIEF,Graffiti writing observed on exterior building sign. 
2021,11,19,5 King's College Circle ,POLICE ASSISTANCE,"A report of a medical call, EMS on scene. No further assistance required from Campus Safety. "
2021,11,19,80 St. George Street,POLICE ASSISTANCE,"A report of a possible chemical spill. EMS &amp; Toronto Fire attended and cleared shortly after, all in order. "
2021,11,19,35 St. George Street,MISCHIEF,A report of several skateboarders in the area. Officers attended all in order. 
2021,11,18,Robarts Library - 130 St. George,SUSPICIOUS PERSON,A report of a suspicious person in the area earlier in the week.
2021,11,18,Graduate House - 60 Harbord Street,TRESPASS TO PROPERTY ACT,A report of skateboarders. Left when directed by officers. 
2021,11,18,Philosopher's Walk,ASSAULT,A report of an Assault. Gone prior to officer arrival.
2021,11,18,55 Harbord Street,POLICE ASSISTANCE,A report of a person sleeping at the front entrance. Individual left the area when directed. 
2021,11,18,Robarts Library - 130 St. George,PERSON WELL-BEING CHECK,A report of a welfare check. Individual able to care for themselves.
2021,11,18,7 Hart House Circle,MISCHIEF UNDER $5000.00,A report of a graffiti mischief.
2021,11,18,Earth Sciences - 33 Willcocks Street,SUSPICIOUS PERSON,A report of a person pulling on doors to access a locked building. Gone prior to officer arrival.
2021,11,18,89 Chestnut Street,POLICE ASSISTANCE,A report of a person sleeping at the front entrance. Individual left the area when directed.
2021,11,17,40 St. George Street,POLICE INFORMATION,A report of a suspicious person in the area. Individual was off property upon officer arrival. 
2021,11,17,Bloor &amp; Devonshire,ASSAULT,A report of an assault off property. No reported injuries. 
2021,11,17,25 Harbord ,UNWANTED PERSON,A report of a person sleeping inside the building. Individual left area prior to officer arrival
2021,11,17,725 Spadina Avenue,SUSPICIOUS INCIDENT,A report of suspicious activity off property. Area checked all in order. 
2021,11,17,Bahen Centre ,TRESPASS TO PROPERTY ACT,A report of a person sleeping in a stairwell. Individual was trespassed and escorted off property.
2021,11,16,Edward Johnson - 80 Queen's Park,MEDICAL,A report of a slip and fall. No medical was required.
2021,11,16,Earth Sciences - 33 Willcocks Street,POLICE INFORMATION,"A report of debris that was pushed into a drain, leaving it inoperable. Service order placed."
2021,11,16,55 St. George Street,TRESPASS TO PROPERTY ,A non-community member was found inside a building closed to the public. Individual was trespassed and escorted off property. 
2021,11,16,Sidney Smith - 100 St. George Street,SUSPICIOUS PACKAGE ,A report of a unsolicited package with no return address. Item seized by officers. 
2021,11,15,35 St. George Street,UNWANTED PERSON,A report of several skateboarders in the area. All parties left the area prior to officer arrival. 
2021,11,15,299 Bloor Street West,MISCHIEF,A report of graffiti writing on the east side of the building. 
2021,11,15,75 Queen's Park,SUSPICIOUS INCIDENT,A report of hypodermic needles in the area. All were safely disposed of. 
2021,11,15,89 Chestnut,FRAUD,A report of a fraud investigation on-going at this time. 
2021,11,15,OISE,UNWANTED PERSON,A report to two people sleeping in the area. Individuals left when directed. 
2021,11,15,35 St. George Street,UNWANTED PERSON,A report of a person yelling outside of the main entrance of the building. Individual left the area prior to officer arrival. 
2021,11,15,Flavelle House,UNWANTED PERSON,A report of a person sleeping in the area. Individual packed up belongings and left the area.  
2021,11,14,Grad House Underground- 17 Glen Morris Street,TRESPASS TO PROPERTY ACT,A report of skateboarders on the property. Left when directed.
2021,11,14,One Spadina,THEFT UNDER $5000.00,A report of a bicycle theft.
2021,11,14,Bahen Centre - 40 St. George Street,UNWANTED PERSON,A report of an unwanted person blocking a entrance. Left when directed.
2021,11,14,Goldring Centre - 100 Devonshire Place,SUSPICIOUS PERSON ,A report of a suspicious person in the area. 
2021,11,14,Mining Building - 170 College Street,DANGEROUS CONDITIONS,A report of a fallen light pole. Area secured by officers.
2021,11,13,Sorbara Hall - 70 St. Joesph Street,SUSPICIOUS PERSON ,A report of a male yelling at people in the area. Left when directed.
2021,11,13,Sidney Smith - 100 St. George Street,MISCHIEF UNDER $5000.00,A report of damage to University property.
2021,11,13,Bahen Centre - 40 St. George Street,TRESPASS TO PROPERTY ACT,A report of a person trespassing inside a building. Escorted off property.
2021,11,13,OISE - 252 Bloor Street,MISCHIEF UNDER $5000.00,A report of a graffiti mischief. Not gang/hate related
2021,11,13,St. Basil's - 50 St. Joesph Street,ASSAULT,A report of an assault. One indivdual arrested by Special Constables.
2021,11,12,Rotman Stewart Building - 149 College Street,PERSON WELFARE CHECK,A report of a welfare check. Individual able to care for themselves.
2021,11,12,Galbraith - 35 St. George Street,TRESPASS TO PROPERTY ACT,A report of skateboarders on the property. Left when directed.
2021,11,12,Lash Miller - 80 St. George Street,SUSPICIOUS PERSON ,A report of suspicious person pulling on building doors. Gone prior to officer arrival. 
2021,11,12,93 Charles Street,SUSPICIOUS PERSON ,A report of suspicious person. Gone prior to officer arrival. 
2021,11,12,7 Hart House Circle,MISCHIEF UNDER $5000.00,A report of a graffiti mischief. Not gang/hate related
2021,11,11,30 Charles Street West,UNWANTED PERSON,A report of a non community member refusing to leave. Left upon officer arrival.
2021,11,11,Massey College - 4 Devonshire Place,MISCHIEF UNDER $5000.00,A report of a graffiti mischief. Non gang/hate related.
2021,11,11,Sidney Smith - 100 St. George,THEFT UNDER $5000.00,A report of a theft.
2021,11,11,OFF CAMPUS,FRAUD,A report of an attempt fraud.
2021,11,10,Woodsworth College - 119 St. George,MISCHIEF UNDER $5000.00,A report of a graffiti mischief. Non gang/hate related.
2021,11,10,Robarts - 130 St. George,THEFT UNDER $5000.00,A report of a theft.
2021,11,10,246 Bloor Street West,MISCHIEF UNDER $5000.00,A report of a graffiti mischief. Non gang/hate related.
2021,11,10,Brennan Hall - 81 St. Mary's Street,THEFT UNDER $5000.00,A report of a theft of bike.
2021,11,10,Flavelle House - 78 Queen's Park,SUSPICIOUS PERSON,A report a person yelling in the area. Left property upon arrival
2021,11,10,Massey College - 4 Devonshire Place,MISCHIEF UNDER $5000.00,A report of a graffiti mischief. Non gang/hate related.
2021,11,10,Wallberg - 184 College Street,THEFT UNDER $5000.00,A report of a theft.
2021,11,9,New College - 45 Willcocks,PERSON WELFARE CHECK,A report of a welfare check. Individual able to care for themselves.
2021,11,9,35 Charles Street,THEFT,A report of a theft. 
2021,11,9,Daniels Building - One Spadina Crescent,DANGEROUS CONDITIONS,A report of a potential gas leak. Appropriate services notified.
2021,11,9,89 Chestnut Street,MEDICAL,A report of a medical. One person transported to hospital. 
2021,11,9,167 College Street,MISCHIEF UNDER $5000.00,A report of a graffiti mischief. Non gang/hate related. 
2021,11,9,McLennan Physics - 255 Huron Street,PROPERTY DAMAGE,A report of damage to University property. 
2021,11,9,St. Hilda's College - 44 Devonshire Place,MISCHIEF UNDER $5000.00,A report of a graffiti mischief. Non gang/hate related. 
2021,11,9,OFF CAMPUS,MOTOR VEHICLE COLLISION,A report of a motor vehicle collision. Parties exchanged information. 
2021,11,8,Jackman Humanities - 170 St George,MISCHIEF UNDER $5000.00,A report of a graffiti mischief. Hate related.
2021,11,8,OFF CAMPUS,POLICE INFORMATION,A report of unwanted communications.
2021,11,8,30 Charles Street West,NOISE COMPLAINT,A report of a noise complaint. All in order when officers arrived.
2021,11,8,40 Willcocks Street,ASSAULT ,A report of an assault. 
2021,11,8,30 Charles Street West,POLICE INFORMATION,A report of a person entering without following COVID protocol. Left prior to officer arrival.
2021,11,8,Koffler Bookstore - 214 College Street,UNWANTED PERSON,A report a non-community member yelling at people. Individual gone prior to officer arrival.
2021,11,7,Wilson Hall - 20 Willcocks Street,UNWANTED PERSON,A report a non community member inside the building. Left upon directed by officers.
2021,11,7,Trinity College - 6 Hoskin Avenue,POLICE INFORMATION,A report of unwanted communications. Investigation ongoing.
2021,11,7,Hart House - 7 Hart House Circle,PROPERTY DAMAGE,A report of damage to university property.
2021,11,7,21 Sussex Avenue,SUSPICIOUS PERSON ,A report of a suspicious person in the area. Area checked with negative results.
2021,11,6,Earth Sciences - 33 Willcocks Street,TRESPASS TO PROPERTY,A report of two non community members inside the building. Both cautioned for trespassing and left when directed.
2021,11,6,Planetarium - 90 Queen's Park,SUSPICIOUS PERSON ,A report of a suspicious person yelling at people. Left upon officer arrival.
2021,11,6,Woodsworth College Residence - 321 Bloor Street,NOISE COMPLAINT,A report of a noise complaint. Area checked by officers with negative results.
2021,11,6,CCBR - 160 College Street,PERSON WELFARE CHECK,A report of a wellbeing check. Individual treated by EMS.
2021,11,6,200 College Street,POLICE ASSISTANCE,A report of a indivdual believed to be under the influence with opertating a motor vehicle off university property. TPS attended.
2021,11,6,Margaret Hall - 140 Charles Street West,SUSPICIOUS PERSON ,A report of a suspicious person inside the building. Gone upon officers arrival.
2021,11,5,Galbraith - 35 St George Street,PERSON WELFARE CHECK,A report of a wellbeing check. Individual able to care for themselves.
2021,11,5,Trinity College - 6 Hoskin Avenue,MISCHIEF UNDER $5000.00,A report of a graffiti mischief. Not gang/hate related.
2021,11,5,89 St. George Street,PERSON WELFARE CHECK,A report of a wellbeing check. Individual able to care for themselves.
2021,11,5,Pratt - 6 King's College Circle,SUSPICIOUS PERSON ,A report of a suspicious person inside the building. Gone upon officers arrival.
2021,11,5,Galbraith - 35 St George Street,TRESPASS TO PROPERTY,A report of skateboarders on the property. Left when directed by officers.
2021,11,5,214 College Street,SUSPICIOUS PERSON ,A report of a suspicious person inside the building. Gone upon officers arrival.
2021,11,4,Flavelle House - 78 Queen's Park,PERSON WELL-BEING CHECK,A report of a wellbeing check. Individual able to care for themselves.
2021,11,4,David Naylor - 6 Queen's Park,SUSPICIOUS PERSON,A report of a person yelling in the area. Left property upon officer arrival. 
2021,11,4,OFF CAMPUS,FRAUD,A report of an attempt fraud. No money was transferred.
2021,11,4,89 Chestnut Street,FRAUD,A report of an attempt fraud. No money was transferred.
2021,11,4,255 Huron Street,PERSON WELL-BEING CHECK,A report of a wellbeing check. Individual able to care for themselves.
2021,11,4,60 Sussex Avenue,MISCHIEF UNDER $5000.00,A report of graffiti. Not gang/hate related
2021,11,4,Galbraith - 35 St George Street,MISCHIEF UNDER $5000.00,A report of damage to university property.
2021,11,4,30 Charles Street West,PERSON WELL-BEING CHECK,A report of a wellbeing check. Individual able to care for themselves.
2021,11,3,Robarts Library - 130 St. George Street,SUSPICIOUS PERSON,A report of two non-community members attempting to enter the building without a T card. Gone upon officer arrival. 
2021,11,3,Flavelle House - 78 Queen's Park Cresent ,PERSON WELFARE CHECK,A report of a person sleeping in the area. Indivdual leaving the area upon officer arrival.
2021,11,3,Dentistry - 124 Edward Street,SUSPICIOUS PERSON,A report of a suspicious person in the building. Gone upon officer arrival
2021,11,2,78 Queen's Park ,PERSON WELL-BEING CHECK,A report of an person sleeping in the area. Individual was leaving the area upon officer arrival. 
2021,11,2,124 Edward Street,POLICE INFORMATION,A report of verbal dispute. Officers attended and one individual was ecorted off property. 
2021,11,2,124 Edward Street,POLICE INFORMATION,A person was observed in the area with a visiable injury. EMS was contacted and attended. Individual refused care and left the area. 
2021,11,2,15 King's College,SUSPICIOUS PERSON,A report of a suspicious person in the area. Officers attended all in order. 
2021,11,2,10 King's College ,OTHER PROVINCIAL STATUTES,A report of several individuals not following PPE guidelines. Officers attended all in order. 
2021,11,2,71 Prince Arthur,SUSPICIOUS PERSON,A report of a suspicious person in the area. Officers attended all in order. 
2021,11,2,100 St. George Street,UNKNOWN TROUBLE,A report of a possible vehicle gas leak. Area inspected no safety concerns all in order. 
2021,11,2,35 Charles Street,SUSPICIOUS PERSON,A report of a suspicious person in the area. Individual left when directed. 
2021,11,1,215 Huron ,MISCHIEF,A report of damage to a motorocycle. 
2021,11,1,255 McCaul Street,POLICE ASSISTANCE,A report of a medical call. EMS attended and did not require any further assistance from Campus Safety. 
2021,11,1,Bahen Centre,THEFT,A non-community member stole a cellphone. Individual was arrested and later released. 
2021,11,1,Warren Stevens,MISCHIEF,A person reported damage to their bicycle locks. 
2021,11,1,130 St. George Street,POLICE INFORMATION,A third party report of a bike theft. 
2021,11,1,78 Queen's Park,UNWANTED PERSON,A report of an person sleeping in the area. Officers attended all in order.
2021,10,31,5 Hoskin Avenue,POLICE ASSISTANCE,A request for a welfare check. Individual left upon officer arrival. 
2021,10,31,16 Bloor Street West,UNKNOWN TROUBLE,A request to assist an outside agency. 
2021,10,31,170 College Street,PERSON WELL-BEING CHECK,A welfare check was conducted. All in order. 
2021,10,31,OISE,SUSPICIOUS PERSON,A report of a person sleeping in front of the entrance. Officers attended all in order. 
2021,10,31,Bahen Centre ,SUSPICIOUS INCIDENT,A report of a person running in the building opening several office doors. Area checked with negative results. 
2021,10,31,40 Willcocks Street,POLICE INFORMATION,A non-community member requested medical attention. EMS attended and completed transport. 
2021,10,30,St. Basil's Church,POLICE INFORMATION,A third party report of a protest in the area. 
2021,10,30,89 Chestnut Street,UNWANTED PERSON ,A report of a person refusing to leave the area. Individual was gone upon officer arrival. 
2021,10,30,21 Sussex Avenue ,POLICE INFORMATION,A report of a concerning email. Investigation on-going. 
2021,10,29,184 College Street,TRESPASS TO PROPERTY ACT,A report of someone trespassing inside the building. Individual cautioned and escorted off property.
2021,10,29,Bloor Street West,SUSPICIOUS PERSON,A report of a suspicious person yelling towards people. Gone upon officer arrival.
2021,10,29,Grad House - 60 Harbord Street,MISCHIEF UNDER $5000.00,A report of graffiti. Not gang/hate related.
2021,10,29,140 Charles Street,PERSON WELL-BEING CHECK,A report of a person requiring medical assistance.  EMS attended and transported to hospital. 
2021,10,29,Gerstein Library - 9 King's College Circle,SUSPICIOUS PERSON,A report of a suspicious person yelling. Gone upon officer arrival.
2021,10,29,10 King's College Road,POLICE INFORMATION,A report of several people inside a authorized personal room only. Officers attended all in order.
2021,10,29,Sanford Fleming - 1- King's College Circle,MISCHIEF UNDER $5000.00,A report of damage to University property.
2021,10,29,149 College Street,PERSON WELL-BEING CHECK,A report of a person sleeping by the front entrance. Officers attended all in order. 
2021,10,29,Philosopher's Walk - Hoskin Avenue,ANIMAL COMPLAINT ,A report of a dog off leash chasing people. No dog was found upon arrival.
2021,10,29,Flavelle House,UNWANTED PERSON ,A report of a person lying down sleeping. Officers attended all in order.
2021,10,29,Grad House - 60 Harbord Street,SUSPICIOUS PERSON,A report of a suspicious person. Gone upon officer arrival.
2021,10,29,35 Charles Street,THEFT,A report of a stolen e-bike. 
2021,10,29,130 St. George Street,ASSAULT,A report that a non-community threw a food container at a pedestrian.  
2021,10,29,Wellesley Street West,DANGEROUS CONDITIONS,A report a tree company working in the area. Pedestrians concerned that no pylons or safety tape set up. Area checked with negative results. 
2021,10,29,215 Huron Street,HARASSMENT,A report of harassment. Investigation  ongoing.
2021,10,29,Warren Stevens ,THEFT,A report of a stolen bicycle. 
2021,10,29,184 College Street,POLICE ASSISTANCE,A report of a possible gas leak. All in order tank pressurizing. 
2021,10,27,230 College Street,POLICE ASSISTANCE,A request for decorations to be removed from property. Property manager notified. 
2021,10,27,MSB,UNWANTED PERSON,A report of a suspicious person  in the area. Officers attended all in order. 
2021,10,27,15 King's College,POLICE INFORMATION,A report of a suspicious person  in the area. Officers attended the area with negative results. 
2021,10,27,60 Harbord Street,SUSPICIOUS PERSON,A report of a suspicious person in the area. Individual left when directed. 
2021,10,27,21 Sussex,FRAUD,A person reported being a victim of fraud. 
2021,10,26,230 College Street,POLICE INFORMATION,"A report of several people putting up signs. Officers attended, organized event all in order. "
2021,10,26,321 Bloor Street West,SUSPICIOUS PERSON,A report of a suspicious person inside the building. Individual was verbally Trespassed and escorted off property. 
2021,10,26,60 Harbord Street,MISCHIEF,A report of several skateboarders in the area. All parties left when directed. 
2021,10,26,10 King's College Circle,UNWANTED PERSON,A report of a person riding a motorized scooter through the building. Individual gone upon officer arrival. 
2021,10,26,100 St. George Street,MEDICAL ,A request for EMS who attended and completed a transport. 
2021,10,25,Munk School - 1 Devonshire Place,MISCHIEF UNDER $5000.00,A report of graffiti. Not gang/hate related.
2021,10,25,Robarts Library - 130 St. George Street,THEFT UNDER $5000.00,A report of a wallet theft.
2021,10,25,St. Hilda's - 44 Devonshire Place,MISCHIEF UNDER $5000.00,A report of graffiti. Not gang/hate related.
2021,10,25,Philosopher's Walk,MISCHIEF UNDER $5000.00,A report of graffiti. Not gang/hate related.
2021,10,25,University College - 15 King's College Circle,MEDICAL,A report of a medical. No further action required.
2021,10,25,Edward Johnson - 80 Queen's Park,MISCHIEF UNDER $5000.00,A report of graffiti mischief and damage to University property.
2021,10,25,Galbraith - 35 St. George Street,MEDICAL,A report of a medical. One person transported by EMS.
2021,10,25,Exam Centre - 255 McCaul Street,MEDICAL,A report of a medical. One person transported by EMS.
2021,10,24,New College - 45 Willcocks Street ,MISCHIEF UNDER $5000.00 ,A report of graffiti. Non gang/hate related.
2021,10,24,Woodsworth College Residence - 321 Bloor Street West,UNWANTED PERSON,A report of a unwanted person. Individual gone prior to officer arrival.
2021,10,24,MSB - 1 King's College Circle,MISCHIEF UNDER $5000.00 ,A report of graffiti. Non gang/hate related.
2021,10,24,215 Huron Street,MISCHIEF UNDER $5000.00 ,A report of graffiti. Non gang/hate related.
2021,10,24,Wetmore Hall - 300 Huron Street,MISCHIEF UNDER $5000.00 ,A report of graffiti. Non gang/hate related.
2021,10,24,Rotman - 105 St. George,MISCHIEF UNDER $5000.00 ,A report of graffiti. Non gang/hate related.
2021,10,23,Koffler Bookstore - 214 College Street,TRESPASS TO PROPERTY ACT,A non community member was arrested and released on a trespass notice.
2021,10,22,OFF CAMPUS,SUSPICIOUS INCIDENT,A report of attempt fraud via telephone. No money/information provided.
2021,10,22,OFF CAMPUS,SUSPICIOUS INCIDENT,A report of a attempt phishing scam. No money/information provided. 
2021,10,22,Lash Miller - 80 St. George Street.,PERSON WELFARE CHECK,A request for a welfare check. Individual able to care for themselves.
2021,10,22,Bahen Centre - 40 St. George Street,SUSPICIOUS VEHICLE,A report of a suspicious vehicle. Vehicle gone upon officer arrival.
2021,10,22,Munk School - 351 Bloor Street W,SUSPICIOUS PERSON,A report of a suspicious person. Individual gone prior to officer arrival.
2021,10,22,Sideny Smith - 100 St. George Street,POLICE INFORMATION,A report of a verbal dispute.
2021,10,21,30 Charles Street West,NOISE COMPLAINT,A report of a noise complaint. Special Constables attended.
2021,10,21,OFF CAMPUS,PERSON WELFARE CHECK,A request for a welfare check. Individual able to care for themselves.
2021,10,21,500 University Ave,POLICE INFORMATION,A report of a unsolicited package.
2021,10,21,Wilson Hall - 40 Willcocks Street,SUSPICIOUS PERSON,A report of a suspicious person. Officers canvassed the area with negative results.
2021,10,20,90 Wellesley Street,THEFT UNDER $5000.00,A report of a bike theft.
2021,10,20,Koffler Bookstore - 214 College Street,THEFT UNDER $5000.00,A report of a theft from the bookstore.
2021,10,20,Galbraith - 35 St.George Street,TRESPASS TO PROPERTY,A report of skateboarders. Left when directed.
2021,10,20,Daniels Building - 1 Spadina Crescent,POLICE ASSISTANCE,A report of needles left behind. Needles removed.
2021,10,20,OFF CAMPUS,THREATS,A report of threats.
2021,10,20,Edward Johnson - 80 Queen's Park,TRESPASS TO PROPERTY,A non community member found trespassing. Released on a trespass notice.
2021,10,20,Rotman - 105 St.George Street,FRAUD,A report of attempt fraud.
2021,10,20,10 King's College Road,THEFT UNDER $5000.00,A report of a bike theft.
2021,10,20,89 Chestnut Street,MEDICAL,A report of a medical. Individual able to care for themselves.
2021,10,20,35 Charles Street West,POLICE ASSISTANCE,A report of needles and debris left behind. Debris removed.
2021,10,19,35 Charles Street West,MEDICAL,A report of a medical. One person transferred to hospital
2021,10,19,Grad House - 60 Harbord Street,PERSON WELFARE CHECK,Individual able to care for themselves.
2021,10,19,371 Bloor Street West,MISCHIEF UNDER $5000.00,A report of a small fire in a portable toilet. The fire put out before officer arrival.
2021,10,19,Warren Stevens - 55 Harbord Street,THEFT UNDER $5000.00 ,A report of theft of bicycle parts.
2021,10,19,McLeannan Physical Laboratories - 255 Huron Street,MEDICAL,A report of a medical. One person transferred to hospital
2021,10,19,21 Sussex Avenue,FRAUD,A report of a fradulent email where money was sent.
2021,10,19,Woodsworth College Residence - 321 Bloor Street West,MISCHIEF UNDER $5000.00,A report of damage to University of Toronto property.
2021,10,18,Earth Science - 33 Willcocks Street,PERSON WELFARE CHECK,Individual able to care for themselves.
2021,10,18,OISE -252 Bloor Street W,MISCHIEF UNDER $5000.00,A report of mischief to university property.
2021,10,18,Koffler - 214 College Street,THREATS,A report of threats.
2021,10,18,Jackman Humanities -170 St George Street,SUSPICIOUS PERSON,A report of a suspicious person in the area. Special Constables searched the area with negative results.
2021,10,18,15 King's College Circle,PERSON WELFARE CHECK,Individual able to care for themselves.
2021,10,18,MSB - 1 King's College Street,MISCHIEF UNDER $5000.00,A report of mischief to university property.
2021,10,18,Myhal - 55 St George Street,UNWANTED PERSON,A report of indivduals inside after hours. Left upon arrival.
2021,10,18,255 Huron Street,MOTOR VEHICLE COLLISION,A report of a motor vehicle making contact with a stanchion causing damage.
2021,10,18,Hoskin Ave,SUSPICIOUS PERSON,A report of a suspicious person in the area. Special Constables searched the area with negative results.
2021,10,18,Sidney Smith - 100 St. George Street,MEDICAL,A report of a medical. One individual transported to hospital.
2021,10,17,Robert Street,SUSPICIOUS PERSON,A report of suspicious activity in the area. Officers attended and checked the area with negative results. 
2021,10,17,125 Queen's Park ,UNWANTED PERSON,A report of two individuals who set up camp outside of the building. Officers attended both parties left when directed.
2021,10,17,St. Basil,SUSPICIOUS PERSON,A report of a suspicious person in the area. Individual gone upon officer arrival. 
2021,10,17,OISE,SUSPICIOUS PERSON,A report of skateboarders in the area. Gone upon officer arrival. 
